"success","feval","value","J","J_lower","J_upper","Vcmax","Vcmax_lower","Vcmax_upper","RMSE","type"
NA,4020,0.539995068591161,34.5898351525865,33.2819379213883,35.8976653856736,53.8096595164948,48.0822132592884,59.6038076146463,0.252233394612021,"min-W"
NA,4020,1.7255893789466,34.1060742765311,33.0226510169332,35.4775763673941,58.902969081955,28.4916642729538,62.0945387695503,0.276318556484175,"min_A"
